iter,window,payload_mb,c_i,sleep_us,comm_dur_s,bw_gbps,phase
0,0,1024,3.0,30000,4.856692,0.8843,phase1
1,0,1024,3.0,30000,1.184119,3.6271,phase1
2,0,1024,3.0,30000,1.13353,3.789,phase1
3,0,1024,3.0,30000,1.106173,3.8827,phase1
4,0,1024,3.0,30000,1.110168,3.8688,phase1
5,0,1024,3.0,30000,1.141777,3.7617,phase1
6,0,1024,3.0,30000,1.229315,3.4938,phase1
7,0,1024,3.0,30000,1.196846,3.5886,phase1
8,0,1024,3.0,30000,1.09722,3.9144,phase1
9,0,1024,3.0,30000,1.127667,3.8087,phase1
10,0,1024,3.0,30000,1.198875,3.5825,phase1
11,0,1024,3.0,30000,1.124272,3.8202,phase1
12,0,1024,3.0,30000,1.137004,3.7774,phase1
13,0,1024,3.0,30000,1.173148,3.6611,phase1
14,0,1024,3.0,30000,1.09766,3.9128,phase1
15,0,1024,3.0,30000,1.115197,3.8513,phase1
16,0,1024,3.0,30000,1.140072,3.7673,phase1
17,0,1024,3.0,30000,1.123619,3.8224,phase1
18,0,1024,3.0,30000,1.10894,3.873,phase1
19,0,1024,3.0,30000,1.077196,3.9872,phase1
20,1,1024,3.0,30000,1.144455,3.7528,phase1
21,1,1024,3.0,30000,1.257197,3.4163,phase1
22,1,1024,3.0,30000,1.123104,3.8242,phase1
23,1,1024,3.0,30000,1.111151,3.8653,phase1
24,1,1024,3.0,30000,1.158009,3.7089,phase1
25,1,1024,3.0,30000,1.097969,3.9117,phase1
26,1,1024,3.0,30000,1.182616,3.6318,phase1
27,1,1024,3.0,30000,1.140633,3.7654,phase1
28,1,1024,3.0,30000,1.113575,3.8569,phase1
29,1,1024,3.0,30000,1.179936,3.64,phase1
30,1,1024,3.0,30000,1.127813,3.8082,phase1
31,1,1024,3.0,30000,1.094367,3.9246,phase1
32,1,1024,3.0,30000,1.084882,3.9589,phase1
33,1,1024,3.0,30000,1.068058,4.0213,phase1
34,1,1024,3.0,30000,1.276885,3.3636,phase1
35,1,1024,3.0,30000,1.077792,3.985,phase1
36,1,1024,3.0,30000,1.132614,3.7921,phase1
37,1,1024,3.0,30000,1.160174,3.702,phase1
38,1,1024,3.0,30000,1.103553,3.8919,phase1
39,1,1024,3.0,30000,1.078067,3.984,phase1
40,2,1024,3.0,30000,1.1367,3.7785,phase1
41,2,1024,3.0,30000,1.188163,3.6148,phase1
42,2,1024,3.0,30000,1.123779,3.8219,phase1
43,2,1024,3.0,30000,1.116307,3.8475,phase1
44,2,1024,3.0,30000,1.11594,3.8487,phase1
45,2,1024,3.0,30000,1.121124,3.8309,phase1
46,2,1024,3.0,30000,1.153198,3.7244,phase1
47,2,1024,3.0,30000,1.116403,3.8471,phase1
48,2,1024,3.0,30000,1.111282,3.8649,phase1
