iter,epoch,comm_dur_s,bw_gbps,phase
140,7,0.427187,20.1081,contested
141,7,0.436035,19.7001,contested
142,7,0.439742,19.534,contested
143,7,0.41482,20.7076,contested
144,7,0.422886,20.3127,contested
145,7,0.419667,20.4685,contested
146,7,0.440279,19.5102,contested
147,7,0.423121,20.3014,contested
148,7,0.441708,19.4471,contested
149,7,0.431457,19.9092,contested
150,7,0.427105,20.112,contested
151,7,0.407054,21.1027,contested
152,7,0.432043,19.8821,contested
153,7,0.435364,19.7305,contested
154,7,0.431103,19.9255,contested
155,7,0.414705,20.7133,contested
156,7,0.423303,20.2926,contested
157,7,0.431991,19.8845,contested
158,7,0.427923,20.0735,contested
159,7,0.435083,19.7432,contested
160,8,0.436097,19.6973,contested
161,8,0.445249,19.2924,contested
162,8,0.431698,19.898,contested
163,8,0.417734,20.5632,contested
164,8,0.414084,20.7444,contested
165,8,0.41574,20.6618,contested
166,8,0.413627,20.7674,contested
167,8,0.422869,20.3135,contested
168,8,0.427008,20.1165,contested
169,8,0.413953,20.751,contested
170,8,0.419175,20.4925,contested
171,8,0.411857,20.8566,contested
172,8,0.409368,20.9834,contested
173,8,0.420653,20.4205,contested
174,8,0.413103,20.7937,contested
175,8,0.409124,20.9959,contested
176,8,0.428738,20.0354,contested
177,8,0.406048,21.155,contested
178,8,0.440451,19.5026,contested
179,8,0.440766,19.4886,contested
180,9,0.414364,20.7304,contested
181,9,0.430804,19.9393,contested
182,9,0.40733,21.0884,contested
183,9,0.424485,20.2361,contested
184,9,0.414148,20.7412,contested
185,9,0.435469,19.7257,contested
186,9,0.427421,20.0971,contested
187,9,0.431997,19.8842,contested
188,9,0.404952,21.2122,contested
189,9,0.438224,19.6017,contested
190,9,0.424969,20.2131,contested
191,9,0.418522,20.5245,contested
192,9,0.427147,20.11,contested
193,9,0.441136,19.4723,contested
194,9,0.414249,20.7362,contested
195,9,0.42382,20.2679,contested
196,9,0.449062,19.1286,contested
197,9,0.411027,20.8987,contested
198,9,0.435667,19.7167,contested
199,9,0.44006,19.5199,contested
200,10,0.419096,20.4963,contested
201,10,0.452689,18.9754,contested
202,10,0.429063,20.0202,contested
203,10,0.410882,20.9061,contested
204,10,0.42664,20.1339,contested
205,10,0.424037,20.2575,contested
206,10,0.431939,19.8869,contested
207,10,0.436054,19.6993,contested
208,10,0.435087,19.743,contested
209,10,0.415854,20.6561,contested
210,10,0.428425,20.05,contested
211,10,0.413746,20.7614,contested
212,10,0.440673,19.4928,contested
213,10,0.429136,20.0168,contested
214,10,0.431476,19.9083,contested
215,10,0.430737,19.9424,contested
216,10,0.435692,19.7156,contested
217,10,0.419504,20.4764,contested
218,10,0.426769,20.1278,contested
219,10,0.432359,19.8676,contested
220,11,0.418469,20.5271,contested
221,11,0.422673,20.3229,contested
222,11,0.43534,19.7315,contested
223,11,0.429163,20.0155,contested
224,11,0.435445,19.7268,contested
225,11,0.467198,18.3861,contested
226,11,0.444923,19.3066,contested
227,11,0.441824,19.442,contested
228,11,0.413666,20.7654,contested
229,11,0.420023,20.4511,contested
230,11,0.455417,18.8617,contested
231,11,0.41486,20.7056,contested
232,11,0.40667,21.1226,contested
233,11,0.432219,19.874,contested
234,11,0.424038,20.2574,contested
235,11,0.432139,19.8777,contested
236,11,0.42008,20.4483,contested
237,11,0.410274,20.9371,contested
238,11,0.436925,19.66,contested
239,11,0.453377,18.9465,contested
240,12,0.413992,20.749,contested
241,12,0.426793,20.1267,contested
242,12,0.419327,20.485,contested
243,12,0.427726,20.0828,contested
244,12,0.414193,20.739,contested
245,12,0.435581,19.7207,contested
246,12,0.409368,20.9834,contested
247,12,0.435713,19.7146,contested
248,12,0.431586,19.9032,contested
249,12,0.432809,19.8469,contested
250,12,0.405146,21.2021,contested
251,12,0.411744,20.8623,contested
252,12,0.401246,21.4081,contested
253,12,0.422496,20.3314,contested
254,12,0.454622,18.8947,contested
255,12,0.43296,19.84,contested
256,12,0.437535,19.6326,contested
257,12,0.461468,18.6144,contested
258,12,0.415325,20.6824,contested
259,12,0.397403,21.6152,contested
260,13,0.418193,20.5406,contested
261,13,0.422655,20.3238,contested
262,13,0.428626,20.0406,contested
263,13,0.4364,19.6836,contested
264,13,0.4283,20.0559,contested
265,13,0.436185,19.6933,contested
266,13,0.429235,20.0122,contested
267,13,0.414861,20.7056,contested
268,13,0.42811,20.0648,contested
269,13,0.428784,20.0332,contested
270,13,0.439813,19.5309,contested
271,13,0.408056,21.0508,contested
272,13,0.419697,20.467,contested
273,13,0.414627,20.7173,contested
274,13,0.427911,20.0741,contested
275,13,0.419872,20.4585,contested
276,13,0.431033,19.9287,contested
277,13,0.418753,20.5131,contested
278,13,0.432942,19.8408,contested
279,13,0.414658,20.7157,contested
280,14,0.436278,19.6891,contested
281,14,0.4278,20.0793,contested
282,14,0.420245,20.4403,contested
283,14,0.419068,20.4977,contested
284,14,0.438303,19.5982,contested
285,14,0.422911,20.3114,contested
286,14,0.422642,20.3244,contested
287,14,0.414431,20.7271,contested
288,14,0.445227,19.2934,contested
289,14,0.413502,20.7736,contested
290,14,0.438661,19.5822,contested
291,14,0.440267,19.5107,contested
292,14,0.41491,20.7031,contested
293,14,0.423925,20.2629,contested
294,14,0.414891,20.7041,contested
295,14,0.436499,19.6791,contested
296,14,0.435379,19.7298,contested
297,14,0.420971,20.4051,contested
298,14,0.42428,20.2459,contested
299,14,0.439629,19.5391,contested
