iter,epoch,comm_dur_s,bw_gbps,phase
244,12,0.354414,24.237,contested
245,12,0.362722,23.6818,contested
246,12,0.367535,23.3718,contested
247,12,0.353806,24.2786,contested
248,12,0.348502,24.6481,contested
249,12,0.362215,23.715,contested
250,12,0.340188,25.2506,contested
251,12,0.370915,23.1588,contested
252,12,0.34891,24.6193,contested
253,12,0.357412,24.0337,contested
254,12,0.357937,23.9984,contested
255,12,0.358358,23.9702,contested
256,12,0.349831,24.5546,contested
257,12,0.345115,24.89,contested
258,12,0.357785,24.0086,contested
259,12,0.365998,23.4699,contested
260,13,0.354044,24.2624,contested
261,13,0.362565,23.6921,contested
262,13,0.357409,24.0339,contested
263,13,0.357763,24.0102,contested
264,13,0.33771,25.4358,contested
265,13,0.349274,24.5937,contested
266,13,0.374904,22.9123,contested
267,13,0.348702,24.6341,contested
268,13,0.358334,23.9719,contested
269,13,0.379111,22.6581,contested
270,13,0.362207,23.7156,contested
271,13,0.344877,24.9072,contested
272,13,0.370335,23.195,contested
273,13,0.362478,23.6978,contested
274,13,0.379117,22.6577,contested
275,13,0.379499,22.6349,contested
276,13,0.376046,22.8428,contested
277,13,0.375197,22.8945,contested
278,13,0.358049,23.991,contested
279,13,0.388918,22.0868,contested
280,14,0.366218,23.4558,contested
281,14,0.361681,23.75,contested
282,14,0.383559,22.3954,contested
283,14,0.374067,22.9636,contested
284,14,0.367188,23.3938,contested
285,14,0.361153,23.7847,contested
286,14,0.497888,17.2528,contested
287,14,0.578385,14.8516,contested
288,14,0.5656,15.1873,contested
289,14,0.534923,16.0583,contested
290,14,0.603916,14.2237,contested
291,14,0.561714,15.2924,contested
292,14,0.553027,15.5326,contested
293,14,0.591349,14.526,contested
294,14,0.588759,14.5899,contested
295,14,0.58265,14.7429,contested
296,14,0.587088,14.6314,contested
297,14,0.548302,15.6664,contested
298,14,0.583144,14.7304,contested
299,14,0.569932,15.0719,contested
