iter,epoch,comm_dur_s,bw_gbps,phase
0,0,0.859834,9.9902,contested
1,0,0.692806,12.3988,contested
2,0,0.695753,12.3462,contested
3,0,0.706847,12.1525,contested
4,0,0.700464,12.2632,contested
5,0,0.660706,13.0011,contested
6,0,0.635887,13.5086,contested
7,0,0.614856,13.9706,contested
8,0,0.609508,14.0932,contested
9,0,0.61844,13.8897,contested
10,0,1.025956,8.3726,contested
11,0,0.640406,13.4133,contested
12,0,0.610049,14.0807,contested
13,0,0.596451,14.4017,contested
14,0,0.624708,13.7503,contested
15,0,0.644658,13.3248,contested
16,0,0.617727,13.9057,contested
17,0,0.613841,13.9937,contested
18,0,0.627699,13.6848,contested
19,0,0.618015,13.8992,contested
20,1,0.602538,14.2563,contested
21,1,0.636443,13.4968,contested
22,1,0.596664,14.3966,contested
23,1,0.673468,12.7548,contested
24,1,0.614265,13.9841,contested
25,1,0.614356,13.982,contested
26,1,0.610414,14.0723,contested
27,1,0.622793,13.7926,contested
28,1,0.617729,13.9057,contested
29,1,0.618203,13.895,contested
30,1,0.613127,14.01,contested
31,1,0.5897,14.5666,contested
32,1,0.630188,13.6308,contested
33,1,0.619746,13.8604,contested
34,1,0.621445,13.8225,contested
35,1,0.632535,13.5802,contested
36,1,0.608932,14.1066,contested
37,1,0.591612,14.5195,contested
38,1,0.636807,13.4891,contested
39,1,0.61408,13.9883,contested
40,2,0.620715,13.8388,contested
41,2,0.621839,13.8138,contested
42,2,0.580585,14.7953,contested
43,2,0.617281,13.9158,contested
44,2,0.614931,13.9689,contested
45,2,0.614051,13.989,contested
46,2,0.630281,13.6287,contested
47,2,0.5968,14.3933,contested
48,2,0.62601,13.7217,contested
49,2,0.613822,13.9942,contested
50,2,0.605961,14.1757,contested
51,2,0.657671,13.0612,contested
52,2,0.615321,13.9601,contested
53,2,0.632088,13.5898,contested
54,2,0.610575,14.0686,contested
55,2,0.609171,14.101,contested
56,2,0.609577,14.0916,contested
57,2,0.635105,13.5252,contested
58,2,0.604855,14.2016,contested
59,2,0.593537,14.4724,contested
60,3,0.643935,13.3398,contested
61,3,0.668429,12.8509,contested
62,3,0.615528,13.9554,contested
63,3,0.633375,13.5622,contested
64,3,0.642893,13.3614,contested
65,3,0.63711,13.4827,contested
66,3,0.618319,13.8924,contested
67,3,0.669323,12.8338,contested
68,3,0.645674,13.3038,contested
69,3,0.655663,13.1011,contested
70,3,0.61268,14.0203,contested
71,3,0.6285,13.6673,contested
72,3,0.632715,13.5763,contested
73,3,0.644279,13.3326,contested
74,3,0.612873,14.0159,contested
75,3,0.615895,13.9471,contested
76,3,0.656969,13.0751,contested
77,3,0.618961,13.878,contested
78,3,0.614475,13.9793,contested
79,3,0.592584,14.4957,contested
80,4,0.627397,13.6914,contested
81,4,0.622295,13.8036,contested
82,4,0.610205,14.0771,contested
83,4,0.618717,13.8835,contested
84,4,0.607867,14.1313,contested
85,4,0.635662,13.5134,contested
86,4,0.601472,14.2815,contested
87,4,0.617489,13.9111,contested
88,4,0.5896,14.5691,contested
89,4,0.634941,13.5287,contested
90,4,0.609979,14.0824,contested
91,4,0.632584,13.5791,contested
92,4,0.650085,13.2136,contested
93,4,0.63653,13.4949,contested
94,4,0.604797,14.203,contested
95,4,0.619972,13.8554,contested
96,4,0.625884,13.7245,contested
97,4,0.605947,14.1761,contested
98,4,0.614666,13.975,contested
99,4,0.608558,14.1152,contested
100,5,0.606786,14.1564,contested
101,5,0.64003,13.4211,contested
102,5,0.636064,13.5048,contested
103,5,0.631766,13.5967,contested
104,5,0.609935,14.0833,contested
105,5,0.613365,14.0046,contested
106,5,0.61932,13.8699,contested
107,5,0.609395,14.0958,contested
108,5,0.631019,13.6128,contested
109,5,0.610259,14.0759,contested
110,5,0.608785,14.11,contested
111,5,0.596053,14.4114,contested
112,5,0.614925,13.9691,contested
113,5,0.617848,13.903,contested
114,5,0.621953,13.8112,contested
115,5,0.605392,14.189,contested
116,5,0.60991,14.0839,contested
117,5,0.646499,13.2869,contested
118,5,0.646354,13.2898,contested
119,5,0.625173,13.7401,contested
120,6,0.635458,13.5177,contested
121,6,0.618571,13.8867,contested
122,6,0.627033,13.6993,contested
123,6,0.618295,13.8929,contested
124,6,0.627618,13.6866,contested
125,6,0.619964,13.8555,contested
126,6,0.608977,14.1055,contested
127,6,0.600193,14.312,contested
128,6,0.636808,13.489,contested
129,6,0.623938,13.7673,contested
130,6,0.611548,14.0462,contested
131,6,0.613903,13.9923,contested
132,6,0.623971,13.7666,contested
133,6,0.626067,13.7205,contested
134,6,0.598338,14.3563,contested
135,6,0.612845,14.0165,contested
136,6,0.626188,13.7178,contested
137,6,0.593084,14.4835,contested
138,6,0.597305,14.3811,contested
139,6,0.603008,14.2451,contested
