epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.206308,21.4124,-0.180578,3,16,0.8185,4201.087
1,phase1,1024,1.2,30000,0.193601,22.2305,-0.205756,3,16,0.7681,4201.087
2,phase1,1024,1.2,30000,0.248287,18.6294,-0.140959,3,16,0.985,4201.087
3,phase1,1024,1.2,30000,0.326928,13.1716,-0.029296,3,16,1.297,4201.087
4,phase1,1024,1.2,30000,0.338917,12.7028,0.047186,3,16,1.3446,4201.087
5,phase1,1024,1.2,30000,0.338059,12.7407,0.09763,3,16,1.3412,4201.087
6,phase1,1024,1.2,30000,0.340793,12.6437,0.135205,3,16,1.352,4201.087
7,phase2,1024,3.0,30000,0.343868,12.5389,-0.534036,3,16,0.5457,4201.087
8,phase2,1024,3.0,30000,0.347287,12.4248,-0.524189,3,16,0.5511,4201.087
9,phase2,1024,3.0,30000,0.343481,12.5214,-0.516916,3,16,0.5451,4201.087
10,phase2,1024,3.0,30000,0.340488,12.6574,-0.511396,3,16,0.5403,4201.087
11,phase2,1024,3.0,30000,0.3467,12.4477,-0.505977,3,16,0.5502,4201.087
12,phase2,1024,3.0,30000,0.348968,12.3397,-0.501113,3,16,0.5538,4201.087
13,phase2,1024,3.0,30000,0.340916,12.6493,-0.497856,3,16,0.541,4201.087
14,phase2,1024,3.0,30000,0.348066,12.4184,-0.494276,3,16,0.5523,4201.087
