epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.207984,21.1715,-0.174073,2,24,0.8251,4201.087
1,phase1,1024,1.2,30000,0.186663,23.4667,-0.216436,2,24,0.7405,4201.087
2,phase1,1024,1.2,30000,0.256225,19.461,-0.138027,2,24,1.0165,4201.087
3,phase1,1024,1.2,30000,0.273388,17.0323,-0.080295,4,0,1.0846,4201.087
4,phase1,1024,1.2,30000,0.284419,15.4881,-0.036835,4,0,1.1284,4201.087
5,phase1,1024,1.2,30000,0.283422,15.2812,-0.008578,4,0,1.1244,4201.087
6,phase1,1024,1.2,30000,0.282408,15.2944,0.01109,4,0,1.1204,4201.087
7,phase2,1024,3.0,30000,0.275379,15.7955,-0.591077,1,32,0.437,4201.087
8,phase2,1024,3.0,30000,0.422631,10.2063,-0.561608,1,32,0.6707,4201.087
9,phase2,1024,3.0,30000,0.414158,10.3891,-0.539375,1,32,0.6572,4201.087
10,phase2,1024,3.0,30000,0.410028,10.5373,-0.521795,1,32,0.6507,4201.087
11,phase2,1024,3.0,30000,0.425016,10.1125,-0.505162,1,32,0.6745,4201.087
12,phase2,1024,3.0,30000,0.420712,10.216,-0.491603,2,24,0.6676,4201.087
13,phase2,1024,3.0,30000,0.41522,10.3567,-0.480602,2,24,0.6589,4201.087
14,phase2,1024,3.0,30000,0.303863,16.603,-0.482947,2,24,0.4822,4201.087
