iter,epoch,payload_mb,sleep_us,comm_dur_s,bw_gbps,phase
221,11,256,30000,0.064709,16.5934,phase2
222,11,256,30000,0.058836,18.2497,phase2
223,11,256,30000,0.05919,18.1406,phase2
224,11,256,30000,0.056154,19.1213,phase2
225,11,256,30000,0.054805,19.5921,phase2
226,11,256,30000,0.054968,19.5341,phase2
227,11,256,30000,0.062947,17.058,phase2
228,11,256,30000,0.054473,19.7116,phase2
229,11,256,30000,0.058825,18.2531,phase2
230,11,256,30000,0.063019,17.0383,phase2
231,11,256,30000,0.063127,17.0091,phase2
232,11,256,30000,0.050961,21.0698,phase2
233,11,256,30000,0.051865,20.7026,phase2
234,11,256,30000,0.055391,19.3848,phase2
235,11,256,30000,0.054837,19.5807,phase2
236,11,256,30000,0.053883,19.9274,phase2
237,11,256,30000,0.060524,17.7407,phase2
238,11,256,30000,0.059199,18.138,phase2
239,11,256,30000,0.068574,15.6582,phase2
240,12,256,30000,0.054809,19.5905,phase2
241,12,256,30000,0.055601,19.3116,phase2
242,12,256,30000,0.056218,19.0997,phase2
243,12,256,30000,0.063045,17.0313,phase2
244,12,256,30000,0.059955,17.9092,phase2
245,12,256,30000,0.058697,18.2929,phase2
246,12,256,30000,0.047229,22.735,phase2
247,12,256,30000,0.051421,20.8813,phase2
248,12,256,30000,0.054834,19.5816,phase2
249,12,256,30000,0.058846,18.2466,phase2
250,12,256,30000,0.054758,19.609,phase2
251,12,256,30000,0.05482,19.5866,phase2
252,12,256,30000,0.050231,21.3761,phase2
253,12,256,30000,0.051067,21.026,phase2
254,12,256,30000,0.059181,18.1433,phase2
255,12,256,30000,0.058963,18.2105,phase2
256,12,256,30000,0.060913,17.6275,phase2
257,12,256,30000,0.054259,19.7893,phase2
258,12,256,30000,0.060415,17.7727,phase2
259,12,256,30000,0.060529,17.7394,phase2
260,13,256,30000,0.059515,18.0414,phase2
261,13,256,30000,0.054313,19.7697,phase2
262,13,256,30000,0.058844,18.2471,phase2
263,13,256,30000,0.05451,19.698,phase2
264,13,256,30000,0.050124,21.4218,phase2
265,13,256,30000,0.055514,19.3419,phase2
266,13,256,30000,0.054817,19.5878,phase2
267,13,256,30000,0.050155,21.4085,phase2
268,13,256,30000,0.049978,21.4843,phase2
269,13,256,30000,0.058811,18.2576,phase2
270,13,256,30000,0.064133,16.7425,phase2
271,13,256,30000,0.054787,19.5985,phase2
272,13,256,30000,0.054837,19.5805,phase2
273,13,256,30000,0.054459,19.7164,phase2
