regime,scenario,arm,round,job_id,label,tier,c_policy,c_eval,slowdown_mean,slowdown_std,attainment_mean,slo_met_frac,comm_slowdown_v1,slowdown_lt1
S1_moderate,S1,static,5,4,J4_S_XS,standard,2.0,2.0,1.1152,0.0147,0.5576,1.000,1.7680,N
S1_very_deep,S1,fair,1,0,J0_P_L,premium,1.35,1.5,1.1110,0.1067,0.7407,1.000,1.4157,N
S1_very_deep,S1,fair,1,1,J1_P_M,premium,1.35,1.5,1.0857,0.0661,0.7238,1.000,1.3209,N
S1_very_deep,S1,fair,1,2,J2_S_M,standard,2.0,2.0,1.1301,0.0703,0.5650,1.000,1.5582,N
S1_very_deep,S1,fair,1,3,J3_S_S,standard,2.0,2.0,1.2736,0.0383,0.6368,1.000,2.4952,N
S1_very_deep,S1,fair,1,4,J4_S_XS,standard,2.0,2.0,1.2462,0.0256,0.6231,1.000,2.6412,N
S1_very_deep,S1,fair,2,0,J0_P_L,premium,1.35,1.5,1.1234,0.1069,0.7489,1.000,1.4622,N
S1_very_deep,S1,fair,2,1,J1_P_M,premium,1.35,1.5,1.1632,0.0809,0.7755,1.000,1.6113,N
S1_very_deep,S1,fair,2,2,J2_S_M,standard,2.0,2.0,1.1534,0.0510,0.5767,1.000,1.6582,N
S1_very_deep,S1,fair,2,3,J3_S_S,standard,2.0,2.0,1.2959,0.0328,0.6479,1.000,2.6169,N
S1_very_deep,S1,fair,2,4,J4_S_XS,standard,2.0,2.0,1.2105,0.0204,0.6053,1.000,2.4036,N
S1_very_deep,S1,fair,3,0,J0_P_L,premium,1.35,1.5,1.1339,0.1061,0.7559,1.000,1.5014,N
S1_very_deep,S1,fair,3,1,J1_P_M,premium,1.35,1.5,1.1673,0.0787,0.7782,1.000,1.6265,N
S1_very_deep,S1,fair,3,2,J2_S_M,standard,2.0,2.0,1.1570,0.0497,0.5785,1.000,1.6737,N
S1_very_deep,S1,fair,3,3,J3_S_S,standard,2.0,2.0,1.3004,0.0439,0.6502,1.000,2.6415,N
S1_very_deep,S1,fair,3,4,J4_S_XS,standard,2.0,2.0,1.2137,0.0357,0.6068,1.000,2.4246,N
S1_very_deep,S1,fair,4,0,J0_P_L,premium,1.35,1.5,1.0436,0.0855,0.6957,1.000,1.1632,N
S1_very_deep,S1,fair,4,1,J1_P_M,premium,1.35,1.5,1.0734,0.0637,0.7156,1.000,1.2747,N
S1_very_deep,S1,fair,4,2,J2_S_M,standard,2.0,2.0,1.1054,0.0505,0.5527,1.000,1.4523,N
S1_very_deep,S1,fair,4,3,J3_S_S,standard,2.0,2.0,1.2413,0.0320,0.6207,1.000,2.3186,N
S1_very_deep,S1,fair,4,4,J4_S_XS,standard,2.0,2.0,1.2137,0.0145,0.6068,1.000,2.4246,N
S1_very_deep,S1,fair,5,0,J0_P_L,premium,1.35,1.5,1.0964,0.0911,0.7309,1.000,1.3610,N
S1_very_deep,S1,fair,5,1,J1_P_M,premium,1.35,1.5,1.0820,0.0663,0.7213,1.000,1.3072,N
S1_very_deep,S1,fair,5,2,J2_S_M,standard,2.0,2.0,1.1162,0.0496,0.5581,1.000,1.4986,N
S1_very_deep,S1,fair,5,3,J3_S_S,standard,2.0,2.0,1.2577,0.0401,0.6288,1.000,2.4082,N
S1_very_deep,S1,fair,5,4,J4_S_XS,standard,2.0,2.0,1.1936,0.0620,0.5968,0.995,2.2910,N
S1_very_deep,S1,longliu,1,0,J0_P_L,premium,1.35,1.5,1.0130,0.0428,0.6754,1.000,1.0489,N
S1_very_deep,S1,longliu,1,1,J1_P_M,premium,1.35,1.5,1.2890,0.1294,0.8593,0.994,2.0823,N
S1_very_deep,S1,longliu,1,2,J2_S_M,standard,2.0,2.0,0.9335,0.0208,0.4667,1.000,0.7144,Y
S1_very_deep,S1,longliu,1,3,J3_S_S,standard,2.0,2.0,1.4493,0.0982,0.7247,0.989,3.4552,N
S1_very_deep,S1,longliu,1,4,J4_S_XS,standard,2.0,2.0,1.5732,0.0646,0.7866,0.995,4.8210,N
S1_very_deep,S1,longliu,2,0,J0_P_L,premium,1.35,1.5,0.9587,0.0022,0.6392,1.000,0.8454,Y
S1_very_deep,S1,longliu,2,1,J1_P_M,premium,1.35,1.5,1.1918,0.0216,0.7946,1.000,1.7185,N
S1_very_deep,S1,longliu,2,2,J2_S_M,standard,2.0,2.0,0.9901,0.0025,0.4950,1.000,0.9573,Y
S1_very_deep,S1,longliu,2,3,J3_S_S,standard,2.0,2.0,1.5312,0.0000,0.7656,1.000,3.9028,N
S1_very_deep,S1,longliu,3,0,J0_P_L,premium,1.35,1.5,0.9648,0.0269,0.6432,1.000,0.8682,Y
S1_very_deep,S1,longliu,3,1,J1_P_M,premium,1.35,1.5,1.2221,0.1077,0.8148,0.995,1.8320,N
S1_very_deep,S1,longliu,3,2,J2_S_M,standard,2.0,2.0,0.9300,0.0154,0.4650,1.000,0.6994,Y
S1_very_deep,S1,longliu,3,3,J3_S_S,standard,2.0,2.0,1.4626,0.1089,0.7313,1.000,3.5277,N
S1_very_deep,S1,longliu,3,4,J4_S_XS,standard,2.0,2.0,1.5050,0.1010,0.7525,0.995,4.3664,N
S1_very_deep,S1,longliu,4,0,J0_P_L,premium,1.35,1.5,1.0171,0.0383,0.6781,1.000,1.0641,N
S1_very_deep,S1,longliu,4,1,J1_P_M,premium,1.35,1.5,1.3337,0.0858,0.8891,0.994,2.2497,N
S1_very_deep,S1,longliu,4,2,J2_S_M,standard,2.0,2.0,0.9307,0.0128,0.4653,1.000,0.7025,Y
S1_very_deep,S1,longliu,4,3,J3_S_S,standard,2.0,2.0,1.4595,0.0684,0.7298,1.000,3.5111,N
S1_very_deep,S1,longliu,4,4,J4_S_XS,standard,2.0,2.0,1.5927,0.0448,0.7963,1.000,4.9512,N
S1_very_deep,S1,longliu,5,0,J0_P_L,premium,1.35,1.5,1.0059,0.0303,0.6706,1.000,1.0222,N
S1_very_deep,S1,longliu,5,1,J1_P_M,premium,1.35,1.5,1.2820,0.1125,0.8547,1.000,2.0564,N
S1_very_deep,S1,longliu,5,2,J2_S_M,standard,2.0,2.0,1.0120,0.0193,0.5060,1.000,1.0514,N
S1_very_deep,S1,longliu,5,3,J3_S_S,standard,2.0,2.0,1.5637,0.0741,0.7818,1.000,4.0801,N
S1_very_deep,S1,longliu,5,4,J4_S_XS,standard,2.0,2.0,1.5726,0.0604,0.7863,1.000,4.8171,N
S1_very_deep,S1,static,1,0,J0_P_L,premium,1.35,1.5,1.1708,0.1811,0.7805,0.989,1.6396,N
S1_very_deep,S1,static,1,1,J1_P_M,premium,1.35,1.5,1.2121,0.1619,0.8081,0.989,1.7945,N
S1_very_deep,S1,static,1,2,J2_S_M,standard,2.0,2.0,1.0150,0.0296,0.5075,1.000,1.0643,N
S1_very_deep,S1,static,1,3,J3_S_S,standard,2.0,2.0,1.0736,0.0696,0.5368,1.000,1.4023,N
S1_very_deep,S1,static,1,4,J4_S_XS,standard,2.0,2.0,1.1082,0.0162,0.5541,1.000,1.7214,N
S1_very_deep,S1,static,2,0,J0_P_L,premium,1.35,1.5,1.1856,0.1940,0.7904,0.956,1.6951,N
S1_very_deep,S1,static,2,1,J1_P_M,premium,1.35,1.5,1.2170,0.1727,0.8114,0.978,1.8128,N
S1_very_deep,S1,static,2,2,J2_S_M,standard,2.0,2.0,1.0124,0.0339,0.5062,1.000,1.0530,N
S1_very_deep,S1,static,2,3,J3_S_S,standard,2.0,2.0,1.0710,0.0263,0.5355,1.000,1.3878,N
S1_very_deep,S1,static,2,4,J4_S_XS,standard,2.0,2.0,1.1144,0.0210,0.5572,1.000,1.7627,N
S1_very_deep,S1,static,3,0,J0_P_L,premium,1.35,1.5,1.1560,0.1811,0.7707,0.984,1.5843,N
S1_very_deep,S1,static,3,1,J1_P_M,premium,1.35,1.5,1.1309,0.1519,0.7539,1.000,1.4903,N
S1_very_deep,S1,static,3,2,J2_S_M,standard,2.0,2.0,1.0243,0.0412,0.5121,1.000,1.1043,N
S1_very_deep,S1,static,3,3,J3_S_S,standard,2.0,2.0,1.1378,0.0324,0.5689,1.000,1.7531,N
S1_very_deep,S1,static,3,4,J4_S_XS,standard,2.0,2.0,1.1338,0.0239,0.5669,1.000,1.8920,N
S1_very_deep,S1,static,4,0,J0_P_L,premium,1.35,1.5,1.0790,0.1506,0.7193,0.995,1.2958,N
S1_very_deep,S1,static,4,1,J1_P_M,premium,1.35,1.5,1.1219,0.1427,0.7479,0.989,1.4566,N
S1_very_deep,S1,static,4,2,J2_S_M,standard,2.0,2.0,0.9728,0.0321,0.4864,1.000,0.8834,Y
S1_very_deep,S1,static,4,3,J3_S_S,standard,2.0,2.0,1.1189,0.0331,0.5594,1.000,1.6495,N
S1_very_deep,S1,static,4,4,J4_S_XS,standard,2.0,2.0,1.1128,0.0276,0.5564,1.000,1.7518,N
S1_very_deep,S1,static,5,0,J0_P_L,premium,1.35,1.5,1.0685,0.1297,0.7123,1.000,1.2565,N
S1_very_deep,S1,static,5,1,J1_P_M,premium,1.35,1.5,1.1515,0.1398,0.7676,0.995,1.5673,N
S1_very_deep,S1,static,5,2,J2_S_M,standard,2.0,2.0,0.9692,0.0298,0.4846,1.000,0.8680,Y
S1_very_deep,S1,static,5,3,J3_S_S,standard,2.0,2.0,1.1011,0.0254,0.5505,1.000,1.5523,N
S1_very_deep,S1,static,5,4,J4_S_XS,standard,2.0,2.0,1.0677,0.0201,0.5339,1.000,1.4514,N
S2_starvation,S2,fair,1,0,J0_P_H0,premium,1.35,1.5,2.2642,0.2786,1.5095,0.050,3.2737,N
S2_starvation,S2,fair,1,1,J1_P_H1,premium,1.35,1.5,2.2844,0.1941,1.5229,0.006,3.3100,N
S2_starvation,S2,fair,1,2,J2_P_H2,premium,1.35,1.5,1.6777,0.2695,1.1184,0.203,2.2188,N
S2_starvation,S2,fair,1,3,J3_S_M,standard,2.0,2.0,1.2952,0.1489,0.6476,1.000,2.3603,N
S2_starvation,S2,fair,1,4,J4_S_L,standard,2.0,2.0,1.2947,0.1546,0.6474,1.000,2.3581,N
S2_starvation,S2,fair,1,5,J5_S_XL,standard,2.0,2.0,1.2658,0.1655,0.6329,1.000,2.2247,N
S2_starvation,S2,fair,2,0,J0_P_H0,premium,1.35,1.5,2.2420,0.2844,1.4947,0.044,3.2339,N
S2_starvation,S2,fair,2,1,J1_P_H1,premium,1.35,1.5,2.2808,0.1751,1.5205,0.006,3.3035,N
S2_starvation,S2,fair,2,2,J2_P_H2,premium,1.35,1.5,1.7049,0.2721,1.1366,0.190,2.2679,N
S2_starvation,S2,fair,2,3,J3_S_M,standard,2.0,2.0,1.2951,0.1494,0.6476,1.000,2.3600,N
S2_starvation,S2,fair,2,4,J4_S_L,standard,2.0,2.0,1.3070,0.1684,0.6535,1.000,2.4150,N
S2_starvation,S2,fair,2,5,J5_S_XL,standard,2.0,2.0,1.2669,0.1687,0.6334,1.000,2.2298,N
S2_starvation,S2,fair,3,0,J0_P_H0,premium,1.35,1.5,2.2554,0.2714,1.5036,0.039,3.2580,N
S2_starvation,S2,fair,3,1,J1_P_H1,premium,1.35,1.5,2.3010,0.1879,1.5340,0.006,3.3400,N
S2_starvation,S2,fair,3,2,J2_P_H2,premium,1.35,1.5,1.6842,0.2781,1.1228,0.215,2.2305,N
S2_starvation,S2,fair,3,3,J3_S_M,standard,2.0,2.0,1.2970,0.1500,0.6485,1.000,2.3686,N
S2_starvation,S2,fair,3,4,J4_S_L,standard,2.0,2.0,1.2955,0.1539,0.6477,1.000,2.3615,N
S2_starvation,S2,fair,3,5,J5_S_XL,standard,2.0,2.0,1.2669,0.1662,0.6334,1.000,2.2298,N
S2_starvation,S2,fair,4,0,J0_P_H0,premium,1.35,1.5,2.2937,0.2623,1.5291,0.045,3.3267,N
S2_starvation,S2,fair,4,1,J1_P_H1,premium,1.35,1.5,2.2702,0.1942,1.5134,0.011,3.2845,N
S2_starvation,S2,fair,4,2,J2_P_H2,premium,1.35,1.5,1.6526,0.2759,1.1017,0.211,2.1737,N
S2_starvation,S2,fair,4,3,J3_S_M,standard,2.0,2.0,1.3005,0.1530,0.6502,1.000,2.3846,N
S2_starvation,S2,fair,4,4,J4_S_L,standard,2.0,2.0,1.2911,0.1501,0.6456,1.000,2.3417,N
S2_starvation,S2,fair,4,5,J5_S_XL,standard,2.0,2.0,1.2690,0.1734,0.6345,1.000,2.2398,N
S2_starvation,S2,fair,5,0,J0_P_H0,premium,1.35,1.5,2.3046,0.2769,1.5364,0.045,3.3463,N
S2_starvation,S2,fair,5,1,J1_P_H1,premium,1.35,1.5,2.2955,0.2120,1.5303,0.011,3.3300,N
S2_starvation,S2,fair,5,2,J2_P_H2,premium,1.35,1.5,1.6770,0.2702,1.1180,0.198,2.2175,N
S2_starvation,S2,fair,5,3,J3_S_M,standard,2.0,2.0,1.3014,0.1530,0.6507,1.000,2.3890,N
S2_starvation,S2,fair,5,4,J4_S_L,standard,2.0,2.0,1.2985,0.1578,0.6492,1.000,2.3753,N
S2_starvation,S2,fair,5,5,J5_S_XL,standard,2.0,2.0,1.2738,0.1738,0.6369,1.000,2.2619,N
S2_starvation,S2,longliu,1,0,J0_P_H0,premium,1.35,1.5,3.7882,1.7247,2.5255,0.148,6.0147,N
S2_starvation,S2,longliu,1,1,J1_P_H1,premium,1.35,1.5,4.4984,1.3969,2.9989,0.044,7.2920,N
S2_starvation,S2,longliu,1,2,J2_P_H2,premium,1.35,1.5,1.2564,0.0866,0.8376,0.974,1.4611,N
S2_starvation,S2,longliu,1,3,J3_S_M,standard,2.0,2.0,0.9810,0.0431,0.4905,1.000,0.9123,Y
S2_starvation,S2,longliu,1,4,J4_S_L,standard,2.0,2.0,0.9882,0.0433,0.4941,1.000,0.9455,Y
S2_starvation,S2,longliu,1,5,J5_S_XL,standard,2.0,2.0,0.9840,0.0437,0.4920,1.000,0.9265,Y
S2_starvation,S2,longliu,2,0,J0_P_H0,premium,1.35,1.5,2.9131,1.3062,1.9421,0.193,4.4408,N
S2_starvation,S2,longliu,2,1,J1_P_H1,premium,1.35,1.5,3.6845,1.7874,2.4563,0.055,5.8282,N
S2_starvation,S2,longliu,2,2,J2_P_H2,premium,1.35,1.5,1.1384,0.0946,0.7589,0.995,1.2489,N
S2_starvation,S2,longliu,2,3,J3_S_M,standard,2.0,2.0,0.9790,0.0448,0.4895,1.000,0.9031,Y
S2_starvation,S2,longliu,2,4,J4_S_L,standard,2.0,2.0,0.9820,0.0461,0.4910,1.000,0.9173,Y
S2_starvation,S2,longliu,2,5,J5_S_XL,standard,2.0,2.0,1.3429,0.3841,0.6715,1.000,2.5802,N
S2_starvation,S2,longliu,3,0,J0_P_H0,premium,1.35,1.5,2.9176,1.4675,1.9450,0.157,4.4489,N
S2_starvation,S2,longliu,3,1,J1_P_H1,premium,1.35,1.5,3.0475,1.4444,2.0317,0.079,4.6826,N
S2_starvation,S2,longliu,3,2,J2_P_H2,premium,1.35,1.5,0.8446,0.0523,0.5631,1.000,0.7205,Y
S2_starvation,S2,longliu,3,3,J3_S_M,standard,2.0,2.0,1.3706,0.4310,0.6853,0.916,2.7080,N
S2_starvation,S2,longliu,3,4,J4_S_L,standard,2.0,2.0,1.1151,0.1631,0.5576,1.000,1.5304,N
S2_starvation,S2,longliu,3,5,J5_S_XL,standard,2.0,2.0,1.0871,0.1507,0.5435,1.000,1.4012,N
S2_starvation,S2,longliu,4,0,J0_P_H0,premium,1.35,1.5,2.9088,1.6741,1.9392,0.000,4.4331,N
S2_starvation,S2,longliu,4,1,J1_P_H1,premium,1.35,1.5,1.0829,0.0336,0.7219,1.000,1.1491,N
S2_starvation,S2,longliu,4,2,J2_P_H2,premium,1.35,1.5,2.1041,1.1041,1.4027,0.269,2.9858,N
S2_starvation,S2,longliu,4,3,J3_S_M,standard,2.0,2.0,1.4006,0.5319,0.7003,0.789,2.8460,N
S2_starvation,S2,longliu,4,4,J4_S_L,standard,2.0,2.0,0.9804,0.0799,0.4902,1.000,0.9097,Y
S2_starvation,S2,longliu,4,5,J5_S_XL,standard,2.0,2.0,1.0742,0.1617,0.5371,1.000,1.3421,N
S2_starvation,S2,longliu,5,0,J0_P_H0,premium,1.35,1.5,1.0787,0.0314,0.7191,1.000,1.1416,N
S2_starvation,S2,longliu,5,1,J1_P_H1,premium,1.35,1.5,2.7162,1.3887,1.8108,0.007,4.0867,N
S2_starvation,S2,longliu,5,2,J2_P_H2,premium,1.35,1.5,1.7958,0.9248,1.1972,0.690,2.4313,N
S2_starvation,S2,longliu,5,3,J3_S_M,standard,2.0,2.0,0.9768,0.0392,0.4884,1.000,0.8929,Y
S2_starvation,S2,longliu,5,4,J4_S_L,standard,2.0,2.0,1.3525,0.4380,0.6763,0.795,2.6245,N
S2_starvation,S2,longliu,5,5,J5_S_XL,standard,2.0,2.0,1.3069,0.4079,0.6535,0.837,2.4144,N
S2_starvation,S2,static,1,0,J0_P_H0,premium,1.35,1.5,3.0017,0.6086,2.0011,0.044,4.6001,N
S2_starvation,S2,static,1,1,J1_P_H1,premium,1.35,1.5,3.0384,0.5470,2.0256,0.022,4.6662,N
S2_starvation,S2,static,1,2,J2_P_H2,premium,1.35,1.5,1.9705,0.6102,1.3137,0.258,2.7456,N
S2_starvation,S2,static,1,3,J3_S_M,standard,2.0,2.0,0.9905,0.0356,0.4952,1.000,0.9562,Y
S2_starvation,S2,static,1,4,J4_S_L,standard,2.0,2.0,0.9893,0.0319,0.4947,1.000,0.9507,Y
S2_starvation,S2,static,1,5,J5_S_XL,standard,2.0,2.0,0.9846,0.0465,0.4923,1.000,0.9289,Y
S2_starvation,S2,static,2,0,J0_P_H0,premium,1.35,1.5,2.8995,0.5246,1.9330,0.035,4.4163,N
S2_starvation,S2,static,2,1,J1_P_H1,premium,1.35,1.5,2.9667,0.4436,1.9778,0.007,4.5372,N
S2_starvation,S2,static,2,2,J2_P_H2,premium,1.35,1.5,1.9437,0.5689,1.2958,0.248,2.6973,N
S2_starvation,S2,static,2,3,J3_S_M,standard,2.0,2.0,0.9928,0.0339,0.4964,1.000,0.9668,Y
S2_starvation,S2,static,2,4,J4_S_L,standard,2.0,2.0,1.0010,0.0326,0.5005,1.000,1.0045,N
S2_starvation,S2,static,2,5,J5_S_XL,standard,2.0,2.0,1.0066,0.0462,0.5033,1.000,1.0303,N
S2_starvation,S2,static,3,0,J0_P_H0,premium,1.35,1.5,2.9177,0.6332,1.9451,0.071,4.4491,N
S2_starvation,S2,static,3,1,J1_P_H1,premium,1.35,1.5,2.9970,0.5096,1.9980,0.000,4.5917,N
S2_starvation,S2,static,3,2,J2_P_H2,premium,1.35,1.5,1.9446,0.5991,1.2964,0.268,2.6989,N
S2_starvation,S2,static,3,3,J3_S_M,standard,2.0,2.0,0.9836,0.0349,0.4918,1.000,0.9242,Y
S2_starvation,S2,static,3,4,J4_S_L,standard,2.0,2.0,0.9858,0.0320,0.4929,1.000,0.9345,Y
S2_starvation,S2,static,3,5,J5_S_XL,standard,2.0,2.0,0.9775,0.0404,0.4888,1.000,0.8964,Y
S2_starvation,S2,static,4,0,J0_P_H0,premium,1.35,1.5,2.9381,0.6383,1.9588,0.072,4.4859,N
S2_starvation,S2,static,4,1,J1_P_H1,premium,1.35,1.5,3.0137,0.5227,2.0091,0.015,4.6217,N
S2_starvation,S2,static,4,2,J2_P_H2,premium,1.35,1.5,1.9638,0.6034,1.3092,0.250,2.7334,N
S2_starvation,S2,static,4,3,J3_S_M,standard,2.0,2.0,0.9835,0.0340,0.4918,1.000,0.9241,Y
S2_starvation,S2,static,4,4,J4_S_L,standard,2.0,2.0,0.9846,0.0297,0.4923,1.000,0.9289,Y
S2_starvation,S2,static,4,5,J5_S_XL,standard,2.0,2.0,0.9822,0.0401,0.4911,1.000,0.9178,Y
S2_starvation,S2,static,5,0,J0_P_H0,premium,1.35,1.5,2.9633,0.5885,1.9755,0.029,4.5311,N
S2_starvation,S2,static,5,1,J1_P_H1,premium,1.35,1.5,3.0082,0.5304,2.0055,0.015,4.6119,N
S2_starvation,S2,static,5,2,J2_P_H2,premium,1.35,1.5,1.9506,0.6004,1.3004,0.255,2.7097,N
S2_starvation,S2,static,5,3,J3_S_M,standard,2.0,2.0,0.9845,0.0353,0.4923,1.000,0.9286,Y
S2_starvation,S2,static,5,4,J4_S_L,standard,2.0,2.0,0.9836,0.0313,0.4918,1.000,0.9246,Y
S2_starvation,S2,static,5,5,J5_S_XL,standard,2.0,2.0,0.9773,0.0405,0.4887,1.000,0.8956,Y
