epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.186936,23.2767,-0.257497,3,16,0.7416,4201.087
1,phase1,1024,1.2,30000,0.179942,23.9472,-0.263527,3,16,0.7139,4201.087
2,phase1,1024,1.2,30000,0.181853,23.6823,-0.268255,3,16,0.7215,4201.087
3,phase1,1024,1.2,30000,0.296029,14.5185,-0.155429,3,16,1.1744,4201.087
4,phase1,1024,1.2,30000,0.29815,14.429,-0.086041,3,16,1.1828,4201.087
5,phase1,1024,1.2,30000,0.293909,14.6346,-0.042579,3,16,1.166,4201.087
6,phase1,1024,1.2,30000,0.300446,14.3158,-0.007828,3,16,1.1919,4201.087
7,phase2,1024,3.0,30000,0.300374,14.3119,-0.592721,3,16,0.4767,4201.087
8,phase2,1024,3.0,30000,0.297112,14.4712,-0.585198,3,16,0.4715,4201.087
9,phase2,1024,3.0,30000,0.300072,14.3365,-0.57871,3,16,0.4762,4201.087
10,phase2,1024,3.0,30000,0.293814,14.6375,-0.574304,3,16,0.4662,4201.087
11,phase2,1024,3.0,30000,0.294369,14.6154,-0.57056,3,16,0.4671,4201.087
12,phase2,1024,3.0,30000,0.293459,14.6582,-0.567501,3,16,0.4657,4201.087
13,phase2,1024,3.0,30000,0.294092,14.6186,-0.564808,3,16,0.4667,4201.087
14,phase2,1024,3.0,30000,0.294143,14.6136,-0.562469,3,16,0.4668,4201.087
