epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.179318,24.2299,-0.287726,3,16,0.7114,4201.087
1,phase1,1024,1.2,30000,0.171884,25.0256,-0.302637,3,16,0.6819,4201.087
2,phase1,1024,1.2,30000,0.175716,24.4939,-0.302511,3,16,0.6971,4201.087
3,phase1,1024,1.2,30000,0.297249,15.0242,-0.180183,3,16,1.1793,4201.087
4,phase1,1024,1.2,30000,0.317545,13.5452,-0.090478,3,16,1.2598,4201.087
5,phase1,1024,1.2,30000,0.318655,13.4928,-0.029933,3,16,1.2642,4201.087
6,phase1,1024,1.2,30000,0.320967,13.4043,0.014636,3,16,1.2734,4201.087
7,phase2,1024,3.0,30000,0.317592,13.5402,-0.581446,3,16,0.504,4201.087
8,phase2,1024,3.0,30000,0.317449,13.5403,-0.571592,3,16,0.5038,4201.087
9,phase2,1024,3.0,30000,0.316239,13.5937,-0.563902,3,16,0.5018,4201.087
10,phase2,1024,3.0,30000,0.315533,13.6246,-0.55771,3,16,0.5007,4201.087
11,phase2,1024,3.0,30000,0.318959,13.4861,-0.552099,3,16,0.5062,4201.087
12,phase2,1024,3.0,30000,0.315579,13.6273,-0.547764,3,16,0.5008,4201.087
13,phase2,1024,3.0,30000,0.317394,13.549,-0.543842,3,16,0.5037,4201.087
14,phase2,1024,3.0,30000,0.316366,13.5988,-0.540552,3,16,0.502,4201.087
