epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,3.0,30000,0.310016,13.9325,-0.466815,2,24,0.5292,3905.163
1,phase1,1024,3.0,30000,0.307233,14.1829,-0.469382,2,24,0.5245,3905.163
2,phase1,1024,3.0,30000,0.305311,14.079,-0.471267,2,24,0.5212,3905.163
3,phase1,1024,3.0,30000,0.300841,14.2881,-0.47412,2,24,0.5136,3905.163
4,phase1,1024,3.0,30000,0.302177,14.3447,-0.475374,2,24,0.5159,3905.163
5,phase1,1024,3.0,30000,0.261824,16.4493,-0.487716,2,24,0.447,3905.163
6,phase1,1024,3.0,30000,0.261828,16.4392,-0.49651,2,24,0.447,3905.163
7,phase2,1024,1.2,30000,0.257634,16.7018,0.240009,4,0,1.0995,3905.163
8,phase2,1024,1.2,30000,0.269035,16.1827,0.230854,4,0,1.1482,3905.163
9,phase2,1024,1.2,30000,0.258249,16.6629,0.218925,4,0,1.1022,3905.163
10,phase2,1024,1.2,30000,0.260953,16.4979,0.210214,4,0,1.1137,3905.163
11,phase2,1024,1.2,30000,0.257234,16.742,0.201633,4,0,1.0978,3905.163
12,phase2,1024,1.2,30000,0.262346,16.4505,0.196042,4,0,1.1197,3905.163
13,phase2,1024,1.2,30000,0.260676,16.5075,0.190724,4,0,1.1125,3905.163
14,phase2,1024,1.2,30000,0.254357,17.0992,0.184311,4,0,1.0856,3905.163
