iter,epoch,payload_mb,sleep_us,comm_dur_s,bw_gbps,phase
115,5,2048,30000,0.428239,20.0587,phase1
116,5,2048,30000,0.439457,19.5467,phase1
117,5,2048,30000,0.398611,21.5497,phase1
118,5,2048,30000,0.423503,20.2831,phase1
119,5,2048,30000,0.413878,20.7547,phase1
120,6,2048,30000,0.448859,19.1373,phase1
121,6,2048,30000,0.444049,19.3446,phase1
122,6,2048,30000,0.423702,20.2735,phase1
123,6,2048,30000,0.42864,20.04,phase1
124,6,2048,30000,0.42231,20.3404,phase1
125,6,2048,30000,0.439981,19.5234,phase1
126,6,2048,30000,0.441941,19.4368,phase1
127,6,2048,30000,0.433659,19.808,phase1
128,6,2048,30000,0.423122,20.3013,phase1
129,6,2048,30000,0.439716,19.5352,phase1
130,6,2048,30000,0.433068,19.8351,phase1
131,6,2048,30000,0.453272,18.951,phase1
132,6,2048,30000,0.44098,19.4792,phase1
133,6,2048,30000,0.445265,19.2917,phase1
134,6,2048,30000,0.427801,20.0793,phase1
135,6,2048,30000,0.415126,20.6924,phase1
136,6,2048,30000,0.415919,20.6529,phase1
137,6,2048,30000,0.445625,19.2761,phase1
138,6,2048,30000,0.441227,19.4683,phase1
139,6,2048,30000,0.416192,20.6393,phase1
140,7,256,30000,0.059206,18.1358,phase2
141,7,256,30000,0.058837,18.2496,phase2
142,7,256,30000,0.059863,17.9366,phase2
143,7,256,30000,0.0481,22.3233,phase2
144,7,256,30000,0.059458,18.0589,phase2
145,7,256,30000,0.054511,19.6976,phase2
146,7,256,30000,0.063166,16.9987,phase2
147,7,256,30000,0.058998,18.1995,phase2
148,7,256,30000,0.058585,18.3278,phase2
149,7,256,30000,0.051873,20.6994,phase2
150,7,256,30000,0.054167,19.8227,phase2
151,7,256,30000,0.058892,18.2323,phase2
152,7,256,30000,0.064423,16.6671,phase2
153,7,256,30000,0.063941,16.7928,phase2
154,7,256,30000,0.064457,16.6582,phase2
155,7,256,30000,0.055543,19.3318,phase2
156,7,256,30000,0.054878,19.5658,phase2
157,7,256,30000,0.05484,19.5795,phase2
158,7,256,30000,0.054831,19.5828,phase2
159,7,256,30000,0.046993,22.8487,phase2
160,8,256,30000,0.055745,19.2618,phase2
161,8,256,30000,0.050145,21.4125,phase2
162,8,256,30000,0.051754,20.747,phase2
163,8,256,30000,0.051115,21.0065,phase2
164,8,256,30000,0.055851,19.2251,phase2
165,8,256,30000,0.059053,18.1828,phase2
166,8,256,30000,0.058997,18.2001,phase2
167,8,256,30000,0.054323,19.766,phase2
168,8,256,30000,0.050162,21.4055,phase2
169,8,256,30000,0.054353,19.7548,phase2
170,8,256,30000,0.067473,15.9137,phase2
171,8,256,30000,0.054455,19.7179,phase2
172,8,256,30000,0.051734,20.7549,phase2
173,8,256,30000,0.050694,21.1809,phase2
174,8,256,30000,0.062964,17.0534,phase2
175,8,256,30000,0.051814,20.723,phase2
176,8,256,30000,0.05481,19.5903,phase2
177,8,256,30000,0.054515,19.6962,phase2
178,8,256,30000,0.055074,19.4964,phase2
179,8,256,30000,0.058865,18.2408,phase2
180,9,256,30000,0.054708,19.6268,phase2
181,9,256,30000,0.058808,18.2584,phase2
182,9,256,30000,0.055708,19.2744,phase2
183,9,256,30000,0.051894,20.6911,phase2
184,9,256,30000,0.051326,20.9199,phase2
185,9,256,30000,0.051802,20.7277,phase2
186,9,256,30000,0.056107,19.1374,phase2
187,9,256,30000,0.056189,19.1096,phase2
188,9,256,30000,0.05919,18.1406,phase2
189,9,256,30000,0.05481,19.5903,phase2
190,9,256,30000,0.058632,18.3132,phase2
191,9,256,30000,0.058787,18.265,phase2
192,9,256,30000,0.058701,18.2917,phase2
193,9,256,30000,0.051819,20.7209,phase2
194,9,256,30000,0.054235,19.7981,phase2
195,9,256,30000,0.054469,19.7129,phase2
196,9,256,30000,0.056021,19.1667,phase2
197,9,256,30000,0.063196,16.9907,phase2
198,9,256,30000,0.051171,20.9835,phase2
199,9,256,30000,0.063171,16.9974,phase2
200,10,256,30000,0.055278,19.4243,phase2
201,10,256,30000,0.060596,17.7197,phase2
202,10,256,30000,0.055133,19.4754,phase2
203,10,256,30000,0.054616,19.6599,phase2
204,10,256,30000,0.059185,18.1423,phase2
205,10,256,30000,0.062881,17.0757,phase2
206,10,256,30000,0.054267,19.7863,phase2
207,10,256,30000,0.062912,17.0673,phase2
208,10,256,30000,0.050508,21.2587,phase2
209,10,256,30000,0.051885,20.6947,phase2
210,10,256,30000,0.056026,19.165,phase2
211,10,256,30000,0.063528,16.9019,phase2
212,10,256,30000,0.048423,22.1744,phase2
213,10,256,30000,0.055956,19.1891,phase2
214,10,256,30000,0.05433,19.7633,phase2
215,10,256,30000,0.050677,21.1881,phase2
216,10,256,30000,0.058903,18.2291,phase2
217,10,256,30000,0.054313,19.7694,phase2
218,10,256,30000,0.051504,20.8479,phase2
219,10,256,30000,0.055469,19.3576,phase2
220,11,256,30000,0.058601,18.323,phase2
221,11,256,30000,0.060009,17.8929,phase2
222,11,256,30000,0.054814,19.5887,phase2
223,11,256,30000,0.055675,19.2857,phase2
224,11,256,30000,0.054895,19.5598,phase2
225,11,256,30000,0.059169,18.1471,phase2
226,11,256,30000,0.054501,19.7015,phase2
227,11,256,30000,0.055318,19.4104,phase2
228,11,256,30000,0.055521,19.3393,phase2
229,11,256,30000,0.060011,17.8925,phase2
230,11,256,30000,0.058859,18.2426,phase2
231,11,256,30000,0.054516,19.6959,phase2
232,11,256,30000,0.051653,20.7875,phase2
233,11,256,30000,0.054246,19.7939,phase2
234,11,256,30000,0.063039,17.033,phase2
235,11,256,30000,0.058668,18.3021,phase2
236,11,256,30000,0.050508,21.259,phase2
237,11,256,30000,0.058505,18.3531,phase2
238,11,256,30000,0.05435,19.756,phase2
239,11,256,30000,0.050967,21.0675,phase2
240,12,256,30000,0.054422,19.7298,phase2
241,12,256,30000,0.060533,17.7381,phase2
242,12,256,30000,0.055855,19.2238,phase2
243,12,256,30000,0.05856,18.3358,phase2
244,12,256,30000,0.051867,20.7019,phase2
245,12,256,30000,0.050625,21.2096,phase2
246,12,256,30000,0.054551,19.6833,phase2
247,12,256,30000,0.054881,19.565,phase2
248,12,256,30000,0.054524,19.6932,phase2
249,12,256,30000,0.05484,19.5794,phase2
250,12,256,30000,0.055712,19.2729,phase2
251,12,256,30000,0.058607,18.3209,phase2
252,12,256,30000,0.051569,20.8214,phase2
253,12,256,30000,0.055287,19.4212,phase2
254,12,256,30000,0.058709,18.2892,phase2
255,12,256,30000,0.054234,19.7984,phase2
256,12,256,30000,0.058802,18.2604,phase2
257,12,256,30000,0.067245,15.9676,phase2
258,12,256,30000,0.055313,19.4123,phase2
259,12,256,30000,0.055441,19.3671,phase2
260,13,256,30000,0.050889,21.0996,phase2
261,13,256,30000,0.054489,19.7057,phase2
262,13,256,30000,0.052003,20.6478,phase2
263,13,256,30000,0.056,19.1738,phase2
264,13,256,30000,0.058597,18.3242,phase2
265,13,256,30000,0.05883,18.2516,phase2
266,13,256,30000,0.054944,19.5424,phase2
267,13,256,30000,0.055366,19.3934,phase2
268,13,256,30000,0.058662,18.3039,phase2
269,13,256,30000,0.058848,18.2459,phase2
270,13,256,30000,0.051667,20.782,phase2
271,13,256,30000,0.054665,19.6423,phase2
272,13,256,30000,0.055525,19.338,phase2
273,13,256,30000,0.051058,21.0297,phase2
274,13,256,30000,0.054477,19.7099,phase2
275,13,256,30000,0.050274,21.3578,phase2
276,13,256,30000,0.054532,19.6901,phase2
277,13,256,30000,0.054852,19.5754,phase2
278,13,256,30000,0.05466,19.6439,phase2
279,13,256,30000,0.054832,19.5824,phase2
280,14,256,30000,0.054373,19.7478,phase2
281,14,256,30000,0.050181,21.3973,phase2
282,14,256,30000,0.05452,19.6943,phase2
283,14,256,30000,0.061503,17.4583,phase2
284,14,256,30000,0.063195,16.9911,phase2
285,14,256,30000,0.054479,19.7093,phase2
286,14,256,30000,0.055891,19.2114,phase2
287,14,256,30000,0.050746,21.1591,phase2
288,14,256,30000,0.059701,17.9853,phase2
289,14,256,30000,0.058815,18.2562,phase2
290,14,256,30000,0.054487,19.7063,phase2
291,14,256,30000,0.051526,20.8388,phase2
292,14,256,30000,0.057289,18.7425,phase2
293,14,256,30000,0.058836,18.2497,phase2
294,14,256,30000,0.054333,19.7623,phase2
295,14,256,30000,0.056174,19.1146,phase2
296,14,256,30000,0.054785,19.5992,phase2
297,14,256,30000,0.054281,19.7811,phase2
298,14,256,30000,0.055979,19.1812,phase2
299,14,256,30000,0.062889,17.0737,phase2
