epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,3.0,30000,0.47346,9.0961,-0.187971,2,24,0.8083,3905.163
1,phase1,1024,3.0,30000,0.450974,9.5922,-0.207198,2,24,0.7699,3905.163
2,phase1,1024,3.0,30000,0.432147,9.9561,-0.224365,2,24,0.7377,3905.163
3,phase1,1024,3.0,30000,0.327523,14.9751,-0.277601,2,24,0.5591,3905.163
4,phase1,1024,3.0,30000,0.212446,20.2345,-0.348826,2,24,0.3627,3905.163
5,phase1,1024,3.0,30000,0.213404,20.1442,-0.396007,2,24,0.3643,3905.163
6,phase1,1024,3.0,30000,0.208089,20.6581,-0.431006,2,24,0.3552,3905.163
7,phase2,1024,1.2,30000,0.218969,19.6501,0.362622,6,8,0.9345,3905.163
8,phase2,1024,1.2,30000,0.219841,19.6909,0.316491,6,8,0.9383,3905.163
9,phase2,1024,1.2,30000,0.215565,20.008,0.277779,4,0,0.92,3905.163
10,phase2,1024,1.2,30000,0.257849,17.0075,0.262516,4,0,1.1005,3905.163
11,phase2,1024,1.2,30000,0.256819,16.8897,0.249427,4,0,1.0961,3905.163
12,phase2,1024,1.2,30000,0.253937,17.2081,0.237369,4,0,1.0838,3905.163
13,phase2,1024,1.2,30000,0.272134,15.9964,0.232615,4,0,1.1614,3905.163
14,phase2,1024,1.2,30000,0.279119,15.6165,0.230485,4,0,1.1912,3905.163
