strategy,n_seeds,seeds,p_attn_mean,p_attn_std,p_cap_mean,s_cont_cap_mean,n_frozen_jobs_mean
v4,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8367,0.069,0.9686,0.0,0.0
