iter,window,comm_dur_s,bw_gbps,phase
0,0,1.376843,6.2389,solo_rampup
1,0,1.227481,6.998,solo_rampup
2,0,1.197755,7.1717,solo_rampup
3,0,1.232208,6.9712,solo_rampup
4,0,1.207207,7.1155,solo_rampup
5,0,1.060568,8.0994,solo_rampup
6,0,1.089271,7.8859,solo_rampup
7,0,1.070314,8.0256,solo_rampup
8,0,1.06791,8.0437,solo_rampup
9,0,1.061211,8.0945,solo_rampup
10,0,1.066117,8.0572,solo_rampup
11,0,1.054036,8.1496,solo_rampup
12,0,1.058711,8.1136,solo_rampup
13,0,1.064239,8.0714,solo_rampup
14,0,1.055975,8.1346,solo_rampup
15,0,1.060651,8.0987,solo_rampup
16,0,1.062402,8.0854,solo_rampup
17,0,1.059015,8.1112,solo_rampup
18,0,1.067731,8.045,solo_rampup
19,0,1.063234,8.0791,solo_rampup
20,1,1.06449,8.0695,solo_rampup
21,1,1.075976,7.9834,solo_rampup
22,1,2.125285,4.0418,solo_rampup
23,1,1.969022,4.3625,solo_rampup
24,1,1.062496,8.0847,solo_rampup
25,1,1.078218,7.9668,solo_rampup
26,1,1.045029,8.2198,solo_rampup
27,1,1.382234,6.2145,solo_rampup
28,1,1.70363,5.0421,solo_rampup
29,1,1.728108,4.9707,solo_rampup
30,1,1.723762,4.9832,solo_rampup
31,1,1.698745,5.0566,solo_rampup
32,1,1.698257,5.0581,solo_rampup
33,1,1.703401,5.0428,solo_rampup
34,1,1.729137,4.9678,solo_rampup
35,1,1.716911,5.0031,solo_rampup
36,1,1.661209,5.1709,solo_rampup
37,1,1.702939,5.0442,solo_rampup
38,1,1.724259,4.9818,solo_rampup
39,1,1.731396,4.9613,solo_rampup
40,2,1.724241,4.9819,solo_rampup
41,2,1.707051,5.032,solo_rampup
42,2,1.680967,5.1101,solo_rampup
43,2,1.729565,4.9665,solo_rampup
44,2,1.708095,5.029,solo_rampup
45,2,1.710866,5.0208,solo_rampup
46,2,1.690128,5.0824,solo_rampup
47,2,1.676653,5.1233,solo_rampup
48,2,1.728215,4.9704,solo_rampup
49,2,1.65313,5.1962,solo_rampup
50,2,1.708762,5.027,solo_rampup
51,2,1.697909,5.0591,solo_rampup
52,2,1.695149,5.0674,solo_rampup
53,2,1.729585,4.9665,solo_rampup
54,2,1.746164,4.9193,solo_rampup
55,2,1.703624,5.0422,solo_rampup
56,2,1.744226,4.9248,solo_rampup
57,2,1.750573,4.9069,solo_rampup
58,2,1.73547,4.9496,solo_rampup
59,2,1.698159,5.0584,solo_rampup
60,3,1.693847,5.0713,solo_rampup
61,3,1.707283,5.0313,solo_rampup
62,3,1.690399,5.0816,solo_rampup
63,3,1.716196,5.0052,solo_rampup
64,3,1.673238,5.1337,solo_rampup
65,3,1.708813,5.0268,solo_rampup
66,3,1.704166,5.0405,solo_rampup
67,3,1.706948,5.0323,solo_rampup
68,3,1.70462,5.0392,solo_rampup
69,3,1.708742,5.0271,solo_rampup
70,3,1.741383,4.9328,solo_rampup
71,3,1.709055,5.0261,solo_rampup
72,3,1.764849,4.8672,solo_rampup
73,3,1.654982,5.1904,solo_rampup
74,3,1.676735,5.123,solo_rampup
75,3,1.704145,5.0406,solo_rampup
76,3,1.70704,5.0321,solo_rampup
77,3,1.677436,5.1209,solo_rampup
78,3,1.716694,5.0038,solo_rampup
79,3,1.677166,5.1217,solo_rampup
80,4,1.68003,5.113,solo_rampup
81,4,1.67029,5.1428,solo_rampup
82,4,1.698764,5.0566,solo_rampup
83,4,1.71687,5.0033,solo_rampup
84,4,1.756791,4.8896,solo_rampup
85,4,1.726053,4.9766,solo_rampup
86,4,1.700909,5.0502,solo_rampup
87,4,1.743009,4.9282,solo_rampup
88,4,1.686956,5.092,solo_rampup
89,4,1.681864,5.1074,solo_rampup
90,4,1.70963,5.0244,solo_rampup
91,4,1.716836,5.0034,solo_rampup
92,4,1.696636,5.0629,solo_rampup
93,4,1.72154,4.9897,solo_rampup
94,4,1.716016,5.0057,solo_rampup
95,4,1.690872,5.0802,solo_rampup
96,4,1.71213,5.0171,solo_rampup
97,4,1.698715,5.0567,solo_rampup
98,4,1.685273,5.0971,solo_rampup
99,4,1.691026,5.0797,solo_rampup
100,5,1.68241,5.1057,contested
101,5,1.713869,5.012,contested
102,5,1.695768,5.0655,contested
103,5,1.680924,5.1102,contested
104,5,1.674055,5.1312,contested
105,5,1.699692,5.0538,contested
106,5,1.704052,5.0409,contested
107,5,1.633686,5.258,contested
108,5,1.673989,5.1314,contested
109,5,1.673149,5.134,contested
110,5,1.724713,4.9805,contested
111,5,1.734303,4.953,contested
112,5,1.709617,5.0245,contested
113,5,1.716024,5.0057,contested
114,5,1.714223,5.011,contested
115,5,1.688022,5.0888,contested
116,5,1.742305,4.9302,contested
117,5,1.662085,5.1682,contested
118,5,1.701029,5.0498,contested
119,5,1.715868,5.0062,contested
120,6,1.691529,5.0782,contested
121,6,1.687717,5.0897,contested
122,6,1.690198,5.0822,contested
123,6,1.708093,5.029,contested
124,6,1.730063,4.9651,contested
125,6,1.700563,5.0512,contested
126,6,1.740678,4.9348,contested
127,6,1.679209,5.1155,contested
128,6,1.680501,5.1115,contested
129,6,1.704704,5.039,contested
130,6,1.716915,5.0031,contested
131,6,1.691719,5.0776,contested
132,6,1.738342,4.9415,contested
133,6,1.781933,4.8206,contested
134,6,1.666884,5.1533,contested
135,6,1.724587,4.9809,contested
136,6,1.712157,5.017,contested
137,6,1.679116,5.1157,contested
138,6,1.707867,5.0296,contested
139,6,1.669442,5.1454,contested
140,7,1.690586,5.081,contested
141,7,1.724875,4.98,contested
142,7,1.688734,5.0866,contested
143,7,1.695283,5.067,contested
144,7,1.707675,5.0302,contested
145,7,1.697766,5.0596,contested
146,7,1.726222,4.9761,contested
147,7,1.673873,5.1318,contested
148,7,1.752171,4.9025,contested
149,7,1.703774,5.0417,contested
150,7,1.691429,5.0785,contested
151,7,1.71837,4.9989,contested
152,7,1.722268,4.9876,contested
153,7,1.725648,4.9778,contested
154,7,1.712472,5.0161,contested
155,7,1.71379,5.0122,contested
156,7,1.692134,5.0764,contested
157,7,1.751933,4.9031,contested
158,7,1.726473,4.9754,contested
159,7,1.692146,5.0764,contested
