iter,window,comm_dur_s,bw_gbps,phase
160,8,1.750765,4.9064,contested
161,8,1.707752,5.03,contested
162,8,1.68335,5.1029,contested
163,8,1.744176,4.9249,contested
164,8,1.736229,4.9475,contested
165,8,1.679453,5.1147,contested
166,8,1.682469,5.1056,contested
167,8,1.656987,5.1841,contested
168,8,1.726126,4.9764,contested
169,8,1.708378,5.0281,contested
170,8,1.699318,5.0549,contested
171,8,1.691292,5.0789,contested
172,8,1.696248,5.0641,contested
173,8,1.698885,5.0562,contested
174,8,1.73075,4.9631,contested
175,8,1.682308,5.106,contested
176,8,1.686881,5.0922,contested
177,8,1.695013,5.0678,contested
178,8,1.708137,5.0288,contested
179,8,1.730598,4.9636,contested
180,9,1.748387,4.9131,contested
181,9,1.710891,5.0207,contested
182,9,1.750678,4.9066,contested
183,9,1.688896,5.0861,contested
184,9,1.674192,5.1308,contested
185,9,1.763833,4.87,contested
186,9,1.69744,5.0605,contested
187,9,1.729874,4.9656,contested
188,9,1.746384,4.9187,contested
189,9,1.712286,5.0166,contested
190,9,1.674187,5.1308,contested
191,9,1.712911,5.0148,contested
192,9,1.691987,5.0768,contested
193,9,1.653467,5.1951,contested
194,9,1.708702,5.0272,contested
195,9,1.705291,5.0372,contested
196,9,1.683161,5.1035,contested
197,9,1.61733,5.3112,contested
198,9,1.644278,5.2241,contested
199,9,1.625814,5.2835,contested
200,10,1.63909,5.2407,contested
201,10,1.620995,5.2992,contested
202,10,1.652417,5.1984,contested
203,10,1.64291,5.2285,contested
204,10,1.647544,5.2138,contested
205,10,1.642955,5.2283,contested
206,10,1.639101,5.2406,contested
207,10,1.646683,5.2165,contested
208,10,1.648702,5.2101,contested
209,10,1.686479,5.0934,contested
210,10,1.657777,5.1816,contested
211,10,1.66531,5.1582,contested
212,10,1.655784,5.1878,contested
213,10,1.635197,5.2531,contested
214,10,1.648404,5.2111,contested
215,10,1.734708,4.9518,contested
216,10,1.746362,4.9188,contested
217,10,1.700147,5.0525,contested
218,10,1.691968,5.0769,contested
219,10,1.733347,4.9557,contested
220,11,1.728079,4.9708,contested
221,11,1.695912,5.0651,contested
222,11,1.696164,5.0643,contested
223,11,1.730803,4.963,contested
224,11,1.708538,5.0277,contested
225,11,1.677859,5.1196,contested
226,11,1.733737,4.9546,contested
227,11,1.705305,5.0372,contested
228,11,1.699403,5.0547,contested
229,11,1.72548,4.9783,contested
230,11,1.665,5.1591,contested
231,11,1.673575,5.1327,contested
232,11,1.701942,5.0471,contested
233,11,1.679158,5.1156,contested
234,11,1.764221,4.869,contested
235,11,1.696434,5.0635,contested
236,11,1.756267,4.891,contested
237,11,1.674998,5.1283,contested
238,11,1.725173,4.9792,contested
239,11,1.698082,5.0586,contested
240,12,1.661044,5.1714,contested
241,12,1.689884,5.0832,contested
242,12,1.691493,5.0783,contested
243,12,1.729443,4.9669,contested
244,12,1.721188,4.9907,contested
245,12,1.670622,5.1418,contested
246,12,1.694973,5.0679,contested
247,12,1.685583,5.0961,contested
248,12,1.739019,4.9395,contested
249,12,1.701556,5.0483,contested
250,12,1.708469,5.0279,contested
251,12,3.661432,2.3461,contested
252,12,8.709798,0.9862,contested
253,12,8.647436,0.9934,contested
254,12,8.623675,0.9961,contested
255,12,8.665012,0.9913,contested
256,12,8.71844,0.9853,contested
257,12,8.618191,0.9967,contested
258,12,8.675599,0.9901,contested
259,12,6.728706,1.2766,contested
260,13,1.354068,6.3438,contested
261,13,2.322631,3.6984,contested
262,13,2.286581,3.7567,contested
263,13,1.054173,8.1485,contested
264,13,1.052245,8.1634,contested
265,13,1.037392,8.2803,contested
266,13,1.041955,8.2441,contested
267,13,1.062022,8.0883,contested
268,13,1.048183,8.1951,contested
269,13,1.047731,8.1986,contested
270,13,1.048745,8.1907,contested
271,13,1.050803,8.1746,contested
272,13,1.056182,8.133,contested
273,13,1.051463,8.1695,contested
274,13,1.033797,8.3091,contested
275,13,1.052249,8.1634,contested
276,13,1.04064,8.2545,contested
277,13,1.048021,8.1963,contested
278,13,1.038251,8.2735,contested
279,13,1.057383,8.1238,contested
280,14,1.047054,8.2039,contested
281,14,1.035535,8.2952,contested
282,14,1.055944,8.1348,contested
283,14,1.044525,8.2238,contested
284,14,1.039129,8.2665,contested
285,14,1.044511,8.2239,contested
286,14,1.04258,8.2391,contested
287,14,1.045531,8.2159,contested
288,14,1.048459,8.1929,contested
289,14,1.047626,8.1994,contested
290,14,1.036898,8.2843,contested
291,14,1.040992,8.2517,contested
292,14,1.033068,8.315,contested
293,14,1.03986,8.2607,contested
294,14,1.053217,8.1559,contested
295,14,1.041651,8.2465,contested
296,14,1.067182,8.0492,contested
297,14,1.043753,8.2299,contested
298,14,1.061614,8.0914,contested
299,14,1.054464,8.1463,contested
