epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.21505,20.4694,-0.146012,2,24,0.8532,4201.087
1,phase1,1024,1.2,30000,0.183475,24.1309,-0.20859,2,24,0.7279,4201.087
2,phase1,1024,1.2,30000,0.226401,21.4488,-0.172351,2,24,0.8982,4201.087
3,phase1,1024,1.2,30000,0.299291,15.9686,-0.080453,4,0,1.1874,4201.087
4,phase1,1024,1.2,30000,0.265491,16.6765,-0.051977,4,0,1.0533,4201.087
5,phase1,1024,1.2,30000,0.287851,15.1019,-0.0182,4,0,1.142,4201.087
6,phase1,1024,1.2,30000,0.274229,15.7476,-0.00179,4,0,1.0879,4201.087
7,phase2,1024,3.0,30000,0.276677,15.6288,-0.595316,1,32,0.4391,4201.087
8,phase2,1024,3.0,30000,0.408458,10.5858,-0.567889,1,32,0.6482,4201.087
9,phase2,1024,3.0,30000,0.387189,11.1096,-0.549306,1,32,0.6144,4201.087
10,phase2,1024,3.0,30000,0.413997,10.7083,-0.530242,1,32,0.657,4201.087
11,phase2,1024,3.0,30000,0.433816,9.9117,-0.51174,1,32,0.6884,4201.087
12,phase2,1024,3.0,30000,0.437674,9.8251,-0.495604,2,24,0.6945,4201.087
13,phase2,1024,3.0,30000,0.435403,9.894,-0.482042,2,24,0.6909,4201.087
14,phase2,1024,3.0,30000,0.330294,15.767,-0.481483,2,24,0.5241,4201.087
