epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.198835,22.0854,-0.209954,3,16,0.7888,4201.087
1,phase1,1024,1.2,30000,0.188739,22.833,-0.230146,3,16,0.7488,4201.087
2,phase1,1024,1.2,30000,0.231962,19.8765,-0.17907,3,16,0.9202,4201.087
3,phase1,1024,1.2,30000,0.341999,12.5972,-0.042953,3,16,1.3568,4201.087
4,phase1,1024,1.2,30000,0.343063,12.5583,0.039567,3,16,1.361,4201.087
5,phase1,1024,1.2,30000,0.35741,12.0488,0.104071,3,16,1.4179,4201.087
6,phase1,1024,1.2,30000,0.351302,12.2541,0.146691,3,16,1.3937,4201.087
7,phase2,1024,3.0,30000,0.353146,12.2011,-0.528176,3,16,0.5604,4201.087
8,phase2,1024,3.0,30000,0.343431,12.5402,-0.519658,3,16,0.545,4201.087
9,phase2,1024,3.0,30000,0.34248,12.5898,-0.512997,3,16,0.5435,4201.087
10,phase2,1024,3.0,30000,0.345686,12.4914,-0.507085,3,16,0.5486,4201.087
11,phase2,1024,3.0,30000,0.345427,12.4532,-0.502191,3,16,0.5482,4201.087
12,phase2,1024,3.0,30000,0.342947,12.6069,-0.498353,3,16,0.5442,4201.087
13,phase2,1024,3.0,30000,0.349423,12.3289,-0.494331,3,16,0.5545,4201.087
14,phase2,1024,3.0,30000,0.342817,12.5658,-0.491542,3,16,0.544,4201.087
