epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.148086,29.7579,-0.411501,2,24,0.5875,4201.087
1,phase1,1024,1.2,30000,0.186189,23.4587,-0.335973,2,24,0.7387,4201.087
2,phase1,1024,1.2,30000,0.181117,23.7491,-0.317518,2,24,0.7185,4201.087
3,phase1,1024,1.2,30000,0.351586,14.8484,-0.137757,2,24,1.3948,4201.087
4,phase1,1024,1.2,30000,0.236241,18.2222,-0.121148,2,24,0.9372,4201.087
5,phase1,1024,1.2,30000,0.270848,16.5542,-0.087161,4,0,1.0745,4201.087
6,phase1,1024,1.2,30000,0.289582,15.1109,-0.052202,4,0,1.1488,4201.087
7,phase2,1024,3.0,30000,0.283338,15.3533,-0.611661,1,32,0.4496,4201.087
8,phase2,1024,3.0,30000,0.448725,9.6277,-0.575322,1,32,0.7121,4201.087
9,phase2,1024,3.0,30000,0.448746,9.5941,-0.546232,1,32,0.7121,4201.087
10,phase2,1024,3.0,30000,0.465156,9.2541,-0.520063,1,32,0.7382,4201.087
11,phase2,1024,3.0,30000,0.430898,10.2496,-0.502797,1,32,0.6838,4201.087
12,phase2,1024,3.0,30000,0.435554,9.8835,-0.487608,2,24,0.6912,4201.087
13,phase2,1024,3.0,30000,0.436087,9.8629,-0.47453,2,24,0.692,4201.087
14,phase2,1024,3.0,30000,0.310771,16.9208,-0.476554,2,24,0.4932,4201.087
