epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,3.0,30000,0.367332,11.777,-0.368992,3,16,0.6271,3905.163
1,phase1,1024,3.0,30000,0.371816,11.6434,-0.365287,3,16,0.6347,3905.163
2,phase1,1024,3.0,30000,0.359084,12.0315,-0.371285,3,16,0.613,3905.163
3,phase1,1024,3.0,30000,0.367879,11.7149,-0.370523,3,16,0.628,3905.163
4,phase1,1024,3.0,30000,0.375689,11.5213,-0.367489,3,16,0.6414,3905.163
5,phase1,1024,3.0,30000,0.375102,11.5225,-0.365563,3,16,0.6404,3905.163
6,phase1,1024,3.0,30000,0.360212,11.9728,-0.367816,3,16,0.6149,3905.163
7,phase2,1024,1.2,30000,0.373731,11.5444,0.583446,3,16,1.595,3905.163
8,phase2,1024,1.2,30000,0.371267,11.6231,0.584603,3,16,1.5845,3905.163
9,phase2,1024,1.2,30000,0.360526,11.9505,0.580948,3,16,1.5387,3905.163
10,phase2,1024,1.2,30000,0.355905,12.1179,0.576161,3,16,1.519,3905.163
11,phase2,1024,1.2,30000,0.363732,11.8724,0.574953,3,16,1.5524,3905.163
12,phase2,1024,1.2,30000,0.310664,15.2762,0.556315,3,16,1.3259,3905.163
13,phase2,1024,1.2,30000,0.196546,21.9244,0.505132,3,16,0.8388,3905.163
14,phase2,1024,1.2,30000,0.190725,22.6343,0.459117,3,16,0.814,3905.163
