epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.206688,21.4673,-0.179426,2,24,0.82,4201.087
1,phase1,1024,1.2,30000,0.197017,22.2328,-0.198476,2,24,0.7816,4201.087
2,phase1,1024,1.2,30000,0.303374,16.9331,-0.063307,4,0,1.2036,4201.087
3,phase1,1024,1.2,30000,0.270344,16.3394,-0.027278,4,0,1.0725,4201.087
4,phase1,1024,1.2,30000,0.255328,17.095,-0.017569,4,0,1.0129,4201.087
5,phase1,1024,1.2,30000,0.264762,16.5235,-0.004789,4,0,1.0504,4201.087
6,phase1,1024,1.2,30000,0.26813,16.2181,0.006247,4,0,1.0637,4201.087
7,phase2,1024,3.0,30000,0.265755,16.33,-0.594661,1,32,0.4217,4201.087
8,phase2,1024,3.0,30000,0.424238,10.2108,-0.564525,1,32,0.6732,4201.087
9,phase2,1024,3.0,30000,0.41801,10.303,-0.541407,1,32,0.6633,4201.087
10,phase2,1024,3.0,30000,0.418154,10.3542,-0.522485,1,32,0.6636,4201.087
11,phase2,1024,3.0,30000,0.425053,10.1137,-0.505781,1,32,0.6745,4201.087
12,phase2,1024,3.0,30000,0.41903,10.2701,-0.492391,2,24,0.665,4201.087
13,phase2,1024,3.0,30000,0.428975,10.0278,-0.479804,2,24,0.6807,4201.087
14,phase2,1024,3.0,30000,0.293351,17.4496,-0.483337,2,24,0.4655,4201.087
