epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.201523,21.7342,-0.199593,3,16,0.7995,4201.087
1,phase1,1024,1.2,30000,0.194627,22.0965,-0.213197,3,16,0.7721,4201.087
2,phase1,1024,1.2,30000,0.240894,19.2512,-0.155842,3,16,0.9557,4201.087
3,phase1,1024,1.2,30000,0.349669,12.3516,-0.01793,3,16,1.3872,4201.087
4,phase1,1024,1.2,30000,0.356232,12.1019,0.070036,3,16,1.4133,4201.087
5,phase1,1024,1.2,30000,0.35793,12.0574,0.12981,3,16,1.42,4201.087
6,phase1,1024,1.2,30000,0.352324,12.2467,0.169326,3,16,1.3977,4201.087
7,phase2,1024,3.0,30000,0.360387,11.9608,-0.518817,3,16,0.5719,4201.087
8,phase2,1024,3.0,30000,0.345172,12.4833,-0.511035,3,16,0.5478,4201.087
9,phase2,1024,3.0,30000,0.340552,12.6527,-0.505541,3,16,0.5404,4201.087
10,phase2,1024,3.0,30000,0.350128,12.3085,-0.499664,3,16,0.5556,4201.087
11,phase2,1024,3.0,30000,0.364298,11.8515,-0.492894,3,16,0.5781,4201.087
12,phase2,1024,3.0,30000,0.350418,12.3135,-0.48886,3,16,0.5561,4201.087
13,phase2,1024,3.0,30000,0.360055,11.9837,-0.48431,3,16,0.5714,4201.087
14,phase2,1024,3.0,30000,0.346895,12.4352,-0.481759,3,16,0.5505,4201.087
