epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.213456,20.4598,-0.152092,2,24,0.8468,4201.087
1,phase1,1024,1.2,30000,0.183559,24.1252,-0.211424,2,24,0.7282,4201.087
2,phase1,1024,1.2,30000,0.250289,20.7441,-0.142358,2,24,0.993,4201.087
3,phase1,1024,1.2,30000,0.286367,16.7959,-0.070677,4,0,1.1361,4201.087
4,phase1,1024,1.2,30000,0.281902,15.4813,-0.031204,4,0,1.1184,4201.087
5,phase1,1024,1.2,30000,0.286754,15.2858,-0.001674,4,0,1.1376,4201.087
6,phase1,1024,1.2,30000,0.27564,15.7648,0.013167,4,0,1.0935,4201.087
7,phase2,1024,3.0,30000,0.27144,15.9876,-0.591112,1,32,0.4307,4201.087
8,phase2,1024,3.0,30000,0.420412,10.2727,-0.562044,1,32,0.6671,4201.087
9,phase2,1024,3.0,30000,0.409709,10.5058,-0.540489,1,32,0.6502,4201.087
10,phase2,1024,3.0,30000,0.417449,10.5579,-0.521738,1,32,0.6624,4201.087
11,phase2,1024,3.0,30000,0.430693,9.9878,-0.504347,1,32,0.6835,4201.087
12,phase2,1024,3.0,30000,0.42764,10.0631,-0.490003,2,24,0.6786,4201.087
13,phase2,1024,3.0,30000,0.417763,10.2852,-0.478831,2,24,0.6629,4201.087
14,phase2,1024,3.0,30000,0.285648,18.3834,-0.483239,2,24,0.4533,4201.087
