epoch,phase,payload_mb,c_i,sleep_us,avg_comm_s,avg_bw_gbps,pi,priority,dscp,slowdown,t_target_ms
0,phase1,1024,1.2,30000,0.211111,20.8461,-0.161492,3,16,0.8375,4201.087
1,phase1,1024,1.2,30000,0.202243,21.4526,-0.17906,3,16,0.8023,4201.087
2,phase1,1024,1.2,30000,0.282072,16.3897,-0.078011,3,16,1.119,4201.087
3,phase1,1024,1.2,30000,0.35775,12.0662,0.048453,3,16,1.4193,4201.087
4,phase1,1024,1.2,30000,0.359985,11.9976,0.126124,3,16,1.4281,4201.087
5,phase1,1024,1.2,30000,0.37207,11.5916,0.185898,3,16,1.4761,4201.087
6,phase1,1024,1.2,30000,0.374582,11.5122,0.230012,3,16,1.4861,4201.087
7,phase2,1024,3.0,30000,0.373639,11.534,-0.494945,3,16,0.5929,4201.087
8,phase2,1024,3.0,30000,0.376427,11.4527,-0.484306,3,16,0.5973,4201.087
9,phase2,1024,3.0,30000,0.359842,12.0073,-0.478422,3,16,0.571,4201.087
10,phase2,1024,3.0,30000,0.372192,11.6065,-0.471827,3,16,0.5906,4201.087
11,phase2,1024,3.0,30000,0.369953,11.6555,-0.466627,3,16,0.5871,4201.087
12,phase2,1024,3.0,30000,0.373144,11.5657,-0.461837,3,16,0.5921,4201.087
13,phase2,1024,3.0,30000,0.366834,11.7569,-0.458447,3,16,0.5821,4201.087
14,phase2,1024,3.0,30000,0.365854,11.8111,-0.455612,3,16,0.5806,4201.087
